,team,epa,auto_epa,teleop_epa,endgame_epa,rp_1_epa,rp_2_epa
23801,4187,29.8,8.61,16.48,4.72,0.0443,0.0751
23802,1208,20.17,5.92,7.5,6.76,-0.0911,0.1768
23803,3539,47.76,13.79,25.39,8.58,0.1294,0.5126
23804,234,47.32,14.79,25.67,6.86,0.4876,0.2537
23805,5442,34.12,8.67,18.25,7.2,0.0626,0.1721
23806,2039,21.91,4.28,10.63,7.01,-0.1143,0.1696
23807,4213,39.48,12.04,17.02,10.42,0.1766,0.4659
23808,2704,28.39,7.2,17.52,3.67,-0.0924,0.0702
23809,27,46.73,14.32,23.75,8.66,0.3917,0.4799
23810,2481,42.07,15.21,17.77,9.1,0.1873,0.4172
23811,5801,32.08,6.55,16.33,9.2,0.0661,0.2125
23812,4655,30.08,10.7,14.39,4.99,-0.1627,0.2242
23813,2169,28.2,6.3,16.38,5.52,0.1824,0.2196
23814,5484,35.72,14.66,14.76,6.3,-0.0196,0.3087
23815,5653,30.19,5.7,19.06,5.42,0.1785,0.1768
23816,1736,45.77,10.22,28.62,6.93,0.1633,0.1628
23817,4645,35.05,10.29,16.49,8.28,0.1522,0.2397
23818,2040,30.46,9.37,11.7,9.4,0.0214,0.4168
23819,5847,26.86,4.94,13.21,8.71,0.0877,0.0694
23820,4187,28.91,8.37,16.05,4.49,0.0443,0.0751
23821,3695,18.35,6.08,6.0,6.26,-0.0181,-0.04
23822,6237,34.04,10.83,19.71,3.5,0.0653,0.1147
23823,234,46.72,14.77,25.1,6.85,0.4876,0.2537
23824,3539,47.16,13.78,24.82,8.57,0.1294,0.5126
23825,1208,19.57,5.9,6.92,6.75,-0.0911,0.1768
23826,2169,27.72,6.59,15.81,5.33,0.1824,0.2196
23827,4655,29.6,10.98,13.82,4.8,-0.1627,0.2242
23828,5801,31.61,6.83,15.76,9.01,0.0661,0.2125
23829,6317,24.98,3.26,15.76,5.96,-0.0213,0.1856
23830,4645,34.64,10.0,16.57,8.07,0.1522,0.2397
23831,5847,26.35,4.65,13.2,8.5,0.0877,0.0694
23832,4143,57.1,14.32,35.51,7.26,0.3837,0.42
23833,4096,32.77,10.92,14.84,7.01,0.03,0.3265
23834,1756,61.91,16.15,37.66,8.11,0.4971,0.5615
23835,5442,34.57,8.87,18.32,7.38,0.0626,0.1721
23836,2039,22.36,4.48,10.7,7.19,-0.1143,0.1696
23837,4213,39.93,12.24,17.09,10.6,0.1766,0.4659
23838,2704,28.68,7.18,17.55,3.95,-0.0924,0.0702
23839,27,47.08,14.3,23.84,8.94,0.3917,0.4799
23840,2481,42.37,15.18,17.8,9.38,0.1873,0.4172
23841,1736,45.98,10.3,29.04,6.64,0.1633,0.1628
23842,5653,30.48,5.78,19.56,5.14,0.1785,0.1768
23843,5484,36.03,14.74,15.27,6.01,-0.0196,0.3087
23844,4213,39.0,12.32,16.72,9.96,0.1766,0.4659
23845,2039,21.43,4.56,10.33,6.55,-0.1143,0.1696
23846,5442,33.64,8.95,17.95,6.74,0.0626,0.1721
23847,5801,33.07,6.82,16.88,9.37,0.0661,0.2125
23848,4655,31.07,10.97,14.94,5.16,-0.1627,0.2242
23849,2169,29.19,6.57,16.93,5.69,0.1824,0.2196
23850,2704,28.91,7.19,18.18,3.54,-0.0924,0.0702
23851,27,47.23,14.31,24.38,8.54,0.3917,0.4799
23852,2481,42.6,15.19,18.43,8.98,0.1873,0.4172
23853,234,46.73,14.65,25.23,6.85,0.4876,0.2537
23854,3539,47.18,13.66,24.95,8.57,0.1294,0.5126
23855,1208,19.57,5.78,7.04,6.75,-0.0911,0.1768
23856,4143,57.21,14.14,35.55,7.52,0.3837,0.42
23857,4096,32.51,10.74,14.51,7.26,0.03,0.3265
23858,1756,62.03,15.97,37.7,8.36,0.4971,0.5615
23859,1736,45.99,10.47,28.81,6.71,0.1633,0.1628
23860,5653,30.43,5.95,19.27,5.21,0.1785,0.1768
23861,5484,35.96,14.92,14.96,6.08,-0.0196,0.3087
23862,2704,29.36,7.27,18.25,3.84,-0.0924,0.0702
23863,27,47.64,14.39,24.42,8.83,0.3917,0.4799
23864,2481,43.04,15.27,18.49,9.27,0.1873,0.4172
23865,5801,33.7,7.08,16.92,9.7,0.0661,0.2125
23866,4655,31.69,11.22,14.98,5.48,-0.1627,0.2242
23867,2169,29.82,6.83,16.97,6.02,0.1824,0.2196
23868,5484,36.07,14.97,14.62,6.48,-0.0196,0.3087
23869,5653,30.55,6.01,18.93,5.61,0.1785,0.1768
23870,1736,46.15,10.53,28.51,7.11,0.1633,0.1628
23871,2481,43.64,15.04,19.05,9.54,0.1873,0.4172
23872,27,47.74,14.16,24.48,9.1,0.3917,0.4799
23873,2704,29.95,7.04,18.81,4.11,-0.0924,0.0702
23874,4143,57.14,13.84,35.56,7.74,0.3837,0.42
23875,4096,32.49,10.45,14.55,7.49,0.03,0.3265
23876,1756,61.96,15.67,37.7,8.59,0.4971,0.5615
23877,2022,16.6,4.05,5.94,6.61,-0.1533,0.1459
23878,27,48.13,14.25,24.81,9.08,0.3917,0.4799
23879,2704,30.11,7.13,18.9,4.09,-0.0924,0.0702
23880,4143,56.62,13.71,34.96,7.95,0.3837,0.42
23881,4096,31.27,10.32,13.26,7.7,0.03,0.3265
23882,1756,61.44,15.54,37.1,8.8,0.4971,0.5615
23883,2481,43.79,15.13,19.14,9.52,0.1873,0.4172
23884,27,47.88,14.17,25.09,8.62,0.3917,0.4799
23885,2704,29.12,7.05,18.44,3.63,-0.0924,0.0702
23886,71,37.66,9.96,19.3,8.39,0.4248,0.4532
23887,8116,26.81,9.35,10.68,6.78,0.0264,0.1229
23888,461,59.77,16.91,34.61,8.25,0.2968,0.4571
23889,5484,42.48,16.1,17.91,8.46,0.2239,0.4255
23890,7657,43.0,13.79,23.26,5.95,0.2652,0.2796
23891,1741,36.87,10.52,19.45,6.89,0.2883,0.321
23892,7454,39.57,12.68,18.96,7.93,0.3059,0.3353
23893,1646,30.93,14.12,10.1,6.71,0.1505,0.3979
23894,5188,45.49,11.23,23.4,10.86,0.3012,0.5113
23895,292,49.15,13.32,27.26,8.58,0.0827,0.5056
23896,1024,49.9,12.74,30.56,6.6,0.2762,0.3783
23897,6956,27.23,10.01,9.36,7.85,-0.1755,0.2324
23898,3494,43.3,7.58,27.6,8.12,0.2905,0.4226
23899,3940,50.93,14.01,29.63,7.29,0.4004,0.507
23900,3176,36.74,10.55,20.79,5.39,0.4069,0.1534
23901,6721,23.39,9.05,10.69,3.64,0.0579,0.0441
23902,7617,39.25,10.87,22.09,6.29,0.0254,0.1459
23903,328,23.64,6.47,9.77,7.39,-0.1972,0.1083
23904,3947,30.4,7.28,16.74,6.37,0.02,0.1734
23905,234,46.89,16.48,23.16,7.25,0.5167,0.4176
23906,6498,31.6,13.03,15.31,3.26,-0.1364,-0.0376
23907,4926,38.2,12.29,19.16,6.75,0.0923,0.3554
23908,3487,41.31,15.35,18.51,7.45,-0.0331,0.4357
23909,135,34.95,11.73,17.91,5.3,0.2223,0.1533
23910,1555,26.34,7.88,11.1,7.36,0.0066,0.2136
23911,1501,50.09,14.25,29.9,5.94,0.2524,0.3005
23912,829,46.64,13.15,27.08,6.41,0.3624,0.2476
23913,868,46.87,13.73,24.21,8.93,0.1881,0.6666
23914,3147,38.71,14.65,18.27,5.79,-0.0796,0.1614
23915,5010,43.37,10.27,22.11,10.98,0.5152,0.513
23916,7457,56.05,12.64,35.23,8.18,0.4526,0.5514
23917,6721,24.67,9.51,11.04,4.11,0.15,0.1132
23918,292,49.2,14.21,25.72,9.27,0.0608,0.5134
23919,4272,42.37,13.6,24.37,4.39,0.3054,0.081
23920,1741,37.51,10.38,19.37,7.76,0.3131,0.3318
23921,71,37.52,9.74,19.53,8.25,0.4519,0.4638
23922,5484,43.12,15.96,17.83,9.33,0.2487,0.4364
23923,3494,43.41,7.46,29.1,6.84,0.2988,0.3314
23924,328,24.92,6.93,10.13,7.86,-0.1051,0.1774
23925,3176,36.16,10.44,21.6,4.11,0.4152,0.0623
23926,1024,49.95,13.64,29.01,7.3,0.2542,0.3861
23927,6498,31.16,12.55,15.04,3.57,-0.0766,0.0071
23928,1646,30.61,12.82,11.43,6.36,0.1768,0.3028
23929,6956,27.27,10.91,7.82,8.55,-0.1974,0.2402
23930,868,46.08,13.06,24.45,8.56,0.126,0.67
23931,7657,44.15,13.64,23.68,6.82,0.29,0.2904
23932,234,46.11,16.0,22.55,7.56,0.5765,0.4623
23933,8116,26.67,9.13,10.9,6.64,0.0534,0.1335
23934,7457,54.54,13.2,34.51,6.82,0.4868,0.4576
23935,4926,39.3,11.95,20.34,7.0,0.1628,0.3698
23936,4272,45.1,14.73,26.62,3.75,0.3146,-0.0008
23937,3147,37.91,13.99,18.51,5.42,-0.1417,0.1647
23938,5188,45.17,9.92,24.73,10.51,0.3275,0.4162
23939,1555,26.93,6.86,11.69,8.38,0.0447,0.2396
23940,829,47.34,12.13,27.77,7.44,0.4005,0.2736
23941,3487,42.41,15.01,19.7,7.7,0.0374,0.4502
23942,3947,29.95,6.8,16.46,6.69,0.0799,0.2181
23943,3940,51.04,13.9,31.14,6.01,0.4088,0.4159
23944,7617,40.53,11.33,22.44,6.76,0.1175,0.2151
23945,1501,50.68,13.22,30.5,6.97,0.2905,0.3265
23946,461,59.64,16.69,34.84,8.11,0.3239,0.4677
23947,5010,42.58,9.61,22.36,10.61,0.4531,0.5164
23948,3176,33.97,9.78,19.57,4.62,0.3561,0.1167
23949,8116,27.07,9.75,10.58,6.74,0.0691,0.151
23950,7454,39.25,11.38,20.29,7.58,0.3322,0.2402
23951,135,35.72,11.4,18.77,5.55,0.2928,0.1677
23952,5484,45.32,16.63,19.56,9.13,0.3044,0.4508
23953,868,46.37,13.28,25.67,7.41,0.2089,0.5754
23954,292,47.62,14.78,24.93,7.92,0.095,0.4196
23955,6721,23.09,10.08,10.26,2.75,0.1843,0.0195
23956,1646,30.9,13.04,12.65,5.21,0.2597,0.2082
23957,3147,37.84,13.71,18.15,5.99,-0.1671,0.1864
23958,1024,47.92,12.97,27.15,7.8,0.195,0.4406
23959,4926,39.93,11.96,20.52,7.45,0.1763,0.3912
23960,328,27.28,7.59,12.02,7.66,-0.0494,0.1919
23961,3947,30.22,7.41,16.11,6.7,0.1281,0.2327
23962,7657,44.54,14.27,23.35,6.92,0.3057,0.308
23963,7617,40.65,10.79,22.87,6.99,0.1395,0.2289
23964,135,34.53,11.44,17.52,5.56,0.2243,0.2119
23965,6498,29.14,11.89,13.18,4.07,-0.1357,0.0615
23966,1555,26.86,6.58,11.33,8.95,0.0193,0.2613
23967,71,40.19,10.87,21.71,7.61,0.4612,0.3819
23968,829,47.42,12.73,27.22,7.46,0.4487,0.2881
23969,234,46.17,16.62,21.88,7.66,0.5922,0.4799
23970,5188,45.1,9.65,24.37,11.08,0.3021,0.4379
23971,461,61.12,15.98,37.17,7.97,0.3312,0.476
23972,1741,39.64,11.51,21.01,7.12,0.3223,0.25
23973,5010,44.06,8.9,24.68,10.48,0.4604,0.5246
23974,3940,51.16,13.35,31.57,6.23,0.4308,0.4297
23975,7457,55.18,13.21,34.7,7.27,0.5003,0.4789
23976,3487,42.68,15.62,19.35,7.72,0.0856,0.4647
23977,1501,50.8,12.67,30.93,7.19,0.3124,0.3403
23978,7454,38.35,11.43,19.33,7.59,0.2637,0.2843
23979,3494,45.77,8.13,31.0,6.64,0.3546,0.3459
23980,6956,27.57,11.13,9.03,7.4,-0.1145,0.1456
23981,4272,45.74,14.74,26.8,4.19,0.3281,0.0205
23982,328,28.13,7.94,12.62,7.57,-0.0823,0.2028
23983,234,43.2,16.3,20.12,6.78,0.494,0.3868
23984,868,46.41,12.42,26.82,7.17,0.2482,0.5776
23985,3947,29.55,8.16,14.94,6.44,0.0708,0.2581
23986,5484,45.84,15.76,21.2,8.88,0.3437,0.453
23987,1555,30.14,6.99,13.85,9.29,0.1021,0.3078
23988,6498,32.41,12.3,15.7,4.41,-0.053,0.1081
23989,71,37.54,10.55,20.26,6.74,0.3629,0.2888
23990,3940,52.05,13.8,32.21,6.04,0.4335,0.4321
23991,292,47.66,13.91,26.08,7.67,0.1343,0.4219
23992,1646,29.88,12.06,11.81,6.01,0.2307,0.2667
23993,829,44.45,12.41,25.46,6.59,0.3505,0.1951
23994,7657,43.86,15.02,22.18,6.66,0.2485,0.3334
23995,4926,40.78,12.31,21.12,7.36,0.1434,0.4021
23996,1501,49.89,12.6,29.35,7.94,0.3468,0.349
23997,3176,35.16,9.07,21.61,4.48,0.3634,0.125
23998,135,37.49,11.85,19.73,5.91,0.3071,0.2584
23999,5188,44.54,10.13,22.95,11.46,0.316,0.4444
24000,1024,48.77,13.32,27.74,7.71,0.1621,0.4515
24001,3147,36.83,12.73,17.31,6.79,-0.1961,0.2449
24002,8116,26.14,9.8,9.58,6.75,0.0006,0.1952
24003,7454,37.45,11.35,17.75,8.34,0.2981,0.293
24004,4272,47.51,15.74,27.2,4.57,0.3714,0.0693
24005,7617,39.97,11.54,21.7,6.73,0.0822,0.2543
24006,1741,38.92,12.0,19.42,7.5,0.3363,0.2565
24007,3494,47.54,9.13,31.4,7.01,0.3978,0.3947
24008,6721,22.07,9.09,9.42,3.56,0.1552,0.078
24009,3487,41.78,15.55,17.77,8.47,0.12,0.4734
24010,6956,29.34,12.13,9.43,7.78,-0.0713,0.1944
24011,5010,44.95,9.35,25.32,10.28,0.4632,0.527
24012,461,60.57,16.47,35.75,8.36,0.3451,0.4825
24013,7657,43.34,14.93,21.95,6.46,0.1762,0.3422
24014,868,47.08,12.05,27.81,7.22,0.2827,0.5841
24015,829,44.8,12.47,25.57,6.76,0.3802,0.2128
24016,328,28.8,7.58,13.61,7.62,-0.0477,0.2093
24017,7457,56.07,13.67,35.33,7.07,0.5031,0.4812
24018,234,43.59,15.94,20.82,6.83,0.5286,0.3933
24019,5484,45.45,16.07,19.96,9.42,0.2921,0.4641
24020,135,37.71,11.45,20.34,5.92,0.3196,0.2796
24021,3940,52.08,12.64,32.12,7.32,0.461,0.4532
24022,4272,49.65,15.88,28.96,4.81,0.3981,0.1078
24023,8116,24.29,8.71,9.55,6.03,0.0901,0.1124
24024,6956,31.15,12.32,11.49,7.33,-0.0225,0.2003
24025,3176,35.38,8.66,22.22,4.5,0.3759,0.1462
24026,7617,42.1,11.68,23.46,6.96,0.109,0.2928
24027,1646,30.62,12.12,12.31,6.19,0.2604,0.2845
24028,1555,30.03,7.3,12.9,9.83,0.0504,0.319
24029,5010,46.76,9.55,27.38,9.83,0.512,0.5328
24030,461,58.3,15.62,33.53,9.15,0.368,0.4851
24031,7457,58.73,14.19,37.41,7.12,0.5238,0.4978
24032,3487,43.58,15.74,19.83,8.01,0.1688,0.4792
24033,4926,40.26,12.22,20.88,7.16,0.0712,0.4109
24034,292,48.39,13.97,26.58,7.84,0.164,0.4396
24035,3147,34.98,11.64,17.27,6.07,-0.1067,0.1622
24036,1741,37.49,12.17,18.22,7.1,0.3537,0.1851
24037,3947,29.44,8.47,13.99,6.98,0.0191,0.2692
24038,1024,46.92,12.23,27.71,6.99,0.2515,0.3688
24039,5188,44.45,9.73,23.25,11.48,0.3285,0.4657
24040,6721,21.03,9.27,8.61,3.15,0.1726,0.0065
24041,6498,32.44,11.13,15.61,5.69,-0.0256,0.1292
24042,71,37.57,9.38,20.17,8.02,0.3903,0.31
24043,7454,39.58,11.49,19.51,8.58,0.3249,0.3315
24044,7657,41.05,14.08,19.7,7.26,0.1991,0.3448
24045,3494,46.5,9.31,30.59,6.61,0.4152,0.3232
24046,1501,49.37,12.51,29.11,7.75,0.2746,0.3578
24047,1646,30.5,12.62,11.27,6.6,0.2819,0.2918
24048,4272,48.91,16.26,28.87,3.79,0.4124,0.0412
24049,829,47.27,13.0,27.45,6.82,0.4009,0.2294
24050,135,38.42,10.7,21.81,5.9,0.3268,0.2869
24051,6956,32.31,12.06,12.6,7.65,0.0312,0.2367
24052,328,31.44,8.1,15.66,7.67,-0.027,0.2259
24053,3147,35.21,11.76,17.29,6.16,-0.0252,0.1736
24054,3487,43.31,15.39,20.14,7.78,0.1784,0.4813
24055,1741,39.05,12.79,19.07,7.19,0.3915,0.2066
24056,3940,51.35,13.02,32.03,6.3,0.4752,0.3865
24057,6721,19.91,8.46,9.13,2.32,0.2251,-0.0535
24058,3176,36.02,8.4,22.8,4.82,0.4297,0.1827
24059,3947,31.43,9.08,15.27,7.07,0.057,0.2908
24060,5188,43.33,8.91,23.77,10.65,0.381,0.4057
24061,292,48.62,14.09,26.59,7.94,0.2456,0.451
24062,3494,45.77,9.56,30.3,5.91,0.4284,0.2363
24063,8116,23.56,9.09,9.45,5.01,0.1043,0.0458
24064,1501,48.63,12.76,28.82,7.05,0.2877,0.2709
24065,5484,46.17,15.32,21.44,9.41,0.2993,0.4714
24066,5010,46.64,10.05,26.35,10.24,0.5336,0.5401
24067,6498,31.32,10.32,16.14,4.86,0.0269,0.0692
24068,7454,40.46,11.69,21.18,7.59,0.3409,0.244
24069,71,38.45,9.59,21.84,7.03,0.4064,0.2225
24070,868,44.79,11.21,25.57,8.01,0.3056,0.5867
24071,7457,58.46,13.84,37.73,6.89,0.5334,0.4999
24072,1555,29.91,7.8,11.87,10.25,0.072,0.3263
24073,234,44.31,15.19,22.3,6.82,0.5357,0.4005
24074,4926,40.48,12.33,20.9,7.25,0.1528,0.4223
24075,1024,48.91,12.85,28.99,7.08,0.2893,0.3904
24076,461,58.03,15.27,33.84,8.92,0.3776,0.4872
24077,7617,43.26,11.41,24.57,7.28,0.1627,0.3292
24078,4272,47.56,15.16,27.26,5.14,0.4195,0.0854
24079,5484,45.48,15.8,20.42,9.26,0.331,0.4954
24080,6721,19.58,8.57,9.31,1.7,0.1551,-0.0955
24081,7657,41.92,14.29,21.35,6.27,0.2151,0.2573
24082,5188,44.12,9.76,23.97,10.4,0.3908,0.4142
24083,829,45.94,11.9,25.87,8.16,0.4081,0.2737
24084,7457,58.52,14.38,36.44,7.7,0.5382,0.5037
24085,8116,22.99,9.57,8.55,4.87,0.136,0.0698
24086,1646,29.75,12.88,10.97,5.91,0.2951,0.2049
24087,3494,46.56,10.41,30.49,5.66,0.4382,0.2449
24088,3487,43.44,15.17,21.62,6.66,0.1886,0.3905
24089,71,38.51,10.12,20.55,7.84,0.4112,0.2263
24090,328,32.75,8.61,16.41,7.72,-0.0381,0.2626
24091,1555,27.57,7.67,11.49,8.42,-0.0019,0.2332
24092,3176,35.78,8.5,23.08,4.2,0.3597,0.1406
24093,868,44.85,11.74,24.29,8.82,0.3104,0.5905
24094,1741,39.28,12.57,20.65,6.06,0.4016,0.1158
24095,7454,41.05,12.39,21.14,7.52,0.3576,0.2636
24096,1501,48.06,13.25,27.91,6.9,0.3195,0.2949
24097,292,49.41,14.93,26.79,7.69,0.2554,0.4595
24098,6498,31.91,11.01,16.1,4.79,0.0436,0.0888
24099,4926,38.14,12.2,20.52,5.42,0.0788,0.3293
24100,461,59.94,14.91,36.23,8.79,0.3987,0.4928
24101,3940,51.48,12.8,33.5,5.17,0.4853,0.2957
24102,7617,45.17,11.06,26.96,7.15,0.1838,0.3348
24103,5010,47.23,10.75,26.31,10.17,0.5503,0.5597
24104,3147,36.52,12.27,18.04,6.21,-0.0363,0.2103
24105,6956,33.62,12.57,13.35,7.7,0.0202,0.2734
24106,135,37.09,9.61,20.23,7.25,0.3339,0.3312
24107,3947,31.09,9.19,15.45,6.45,-0.013,0.2487
24108,6721,22.34,9.31,10.94,2.09,0.1716,-0.0441
24109,1024,50.82,12.49,31.38,6.95,0.3104,0.3959
24110,7657,39.04,12.49,20.76,5.79,0.1265,0.1717
24111,234,42.18,15.06,22.14,4.98,0.4618,0.3075
24112,3176,36.59,7.33,24.1,5.16,0.427,0.1773
24113,7457,58.7,13.89,36.75,8.05,0.5515,0.5284
24114,1741,38.48,11.9,20.56,6.02,0.4109,0.129
24115,6498,33.64,10.99,17.59,5.05,0.082,0.109
24116,8116,23.16,9.09,8.86,5.22,0.1493,0.0945
24117,5484,48.3,16.55,22.1,9.65,0.3475,0.5469
24118,4926,36.66,12.11,20.26,4.28,0.0924,0.237
24119,7454,40.26,11.72,21.06,7.48,0.3669,0.2769
24120,1646,29.93,12.39,11.28,6.26,0.3084,0.2296
24121,7617,46.41,12.15,27.26,7.0,0.215,0.343
24122,3487,43.6,15.4,21.36,6.84,0.199,0.4095
24123,1501,49.79,13.23,29.4,7.17,0.3579,0.3151
24124,868,44.06,11.07,24.2,8.78,0.3197,0.6037
24125,4272,50.32,15.91,28.89,5.53,0.436,0.1369
24126,5188,41.25,7.96,23.38,9.91,0.3021,0.3286
24127,3947,29.94,7.85,15.78,6.31,0.0523,0.1683
24128,328,33.57,7.43,17.44,8.69,0.0292,0.2993
24129,461,58.46,14.82,35.98,7.66,0.4123,0.4006
24130,1555,28.39,6.49,12.52,9.38,0.0654,0.2699
24131,6956,32.47,11.23,13.68,7.56,0.0856,0.193
24132,3940,49.99,12.71,33.25,4.04,0.4989,0.2034
24133,135,35.89,8.27,20.51,7.11,0.3993,0.2507
24134,1024,50.53,12.36,30.5,7.67,0.3498,0.4436
24135,5010,48.47,11.84,26.61,10.02,0.5815,0.5679
24136,71,38.67,10.35,20.29,8.02,0.4216,0.2453
24137,292,51.14,14.91,28.28,7.95,0.2937,0.4797
24138,3147,37.76,13.36,18.34,6.06,-0.0051,0.2185
24139,829,43.12,10.11,25.33,7.68,0.3194,0.1881
24140,5484,45.85,15.21,20.13,10.51,0.2702,0.5565
24141,7454,37.71,10.38,18.99,8.34,0.2896,0.2864
24142,3494,46.71,10.64,30.23,5.85,0.4486,0.2639
24143,234,42.72,15.03,22.32,5.36,0.4641,0.3188
24144,7617,47.09,11.76,28.14,7.19,0.2441,0.3557
24145,7457,59.43,13.86,37.14,8.43,0.5538,0.5398
24146,5188,38.38,8.74,21.42,8.22,0.2636,0.252
24147,6498,35.98,10.5,19.06,6.42,0.0181,0.1752
24148,328,30.7,8.21,15.49,7.0,-0.0094,0.2227
24149,1646,30.61,12.0,12.16,6.45,0.3375,0.2423
24150,4926,34.11,10.77,18.2,5.14,0.0151,0.2466
24151,6956,34.94,11.68,15.96,7.3,0.0293,0.2119
24152,71,40.36,10.74,21.19,8.42,0.4256,0.2494
24153,868,43.41,10.25,23.53,9.63,0.3276,0.6135
24154,3940,48.27,12.37,31.54,4.35,0.5037,0.2204
24155,6721,22.0,9.18,10.02,2.8,0.2109,0.0036
24156,3487,44.27,15.0,22.24,7.03,0.2281,0.4222
24157,4272,49.68,15.09,28.21,6.38,0.4439,0.1467
24158,1555,30.86,6.94,14.81,9.12,0.0091,0.2888
24159,135,34.19,7.94,18.82,7.43,0.4041,0.2677
24160,7657,38.71,12.36,19.84,6.51,0.1658,0.2193
24161,3494,45.4,9.63,29.68,6.09,0.3543,0.2825
24162,829,44.39,10.54,26.59,7.26,0.3611,0.2017
24163,8116,25.51,8.59,10.33,6.59,0.0855,0.1606
24164,3176,37.12,7.3,24.28,5.54,0.4292,0.1887
24165,292,52.83,15.3,29.18,8.35,0.2977,0.4838
24166,3947,27.07,8.63,13.82,4.62,0.0138,0.0917
24167,461,60.93,15.27,38.26,7.4,0.356,0.4195
24168,1741,40.92,11.4,22.13,7.39,0.3471,0.1952
24169,3147,38.99,13.79,19.56,5.63,0.0366,0.232
24170,234,41.45,14.03,21.81,5.61,0.3698,0.3374
24171,1501,49.15,12.41,28.72,8.02,0.3658,0.3249
24172,5010,50.16,12.23,27.51,10.42,0.5855,0.5719
24173,1024,48.81,12.03,28.79,7.99,0.3545,0.4605
24174,7617,44.81,11.72,26.08,7.01,0.2537,0.3627
24175,135,34.26,8.24,18.39,7.63,0.4196,0.293
24176,868,43.03,10.97,22.11,9.95,0.3379,0.6341
24177,7457,57.15,13.83,35.08,8.25,0.5633,0.5468
24178,6498,38.46,11.03,20.8,6.64,0.083,0.2115
24179,5484,47.13,15.64,21.4,10.08,0.3118,0.57
24180,7454,36.41,9.37,18.45,8.59,0.1952,0.305
24181,829,46.73,10.9,28.31,7.52,0.3793,0.2466
24182,6956,35.49,10.46,16.82,8.21,0.0823,0.2423
24183,8116,27.96,8.95,12.16,6.85,0.1037,0.2056
24184,5188,36.1,8.7,19.36,8.04,0.2731,0.259
24185,4926,34.65,9.55,19.05,6.06,0.0681,0.277
24186,3147,38.5,13.27,19.26,5.97,-0.0368,0.2578
24187,4272,49.81,15.58,27.9,6.33,0.4766,0.166
24188,461,58.7,15.05,36.5,7.16,0.3898,0.4317
24189,3176,39.46,7.65,26.01,5.8,0.4474,0.2336
24190,1741,40.41,10.88,21.81,7.73,0.2737,0.2209
24191,1646,33.09,12.53,13.9,6.66,0.4024,0.2786
24192,3947,24.85,8.41,12.05,4.38,0.0476,0.1038
24193,3494,45.69,9.94,29.46,6.29,0.3698,0.3079
24194,5010,50.7,13.06,27.66,9.98,0.5893,0.575
24195,7657,38.99,12.67,19.62,6.7,0.1813,0.2447
24196,1555,31.0,7.43,14.5,9.07,0.0417,0.3081
24197,292,50.61,15.08,27.41,8.11,0.3315,0.4959
24198,328,33.18,8.74,17.23,7.21,0.0555,0.2591
24199,71,40.9,9.52,22.04,9.34,0.4786,0.2797
24200,1501,49.69,13.24,28.87,7.58,0.3696,0.328
24201,234,40.93,13.5,21.49,5.95,0.2964,0.3632
24202,3487,44.41,15.5,21.93,6.98,0.2607,0.4415
24203,6721,21.62,9.9,8.59,3.13,0.2211,0.0242
24204,6956,33.85,9.78,17.49,6.58,0.1171,0.1659
24205,5484,46.84,15.79,21.26,9.79,0.3256,0.5735
24206,3940,47.89,13.09,30.12,4.68,0.5139,0.241
24207,868,43.45,11.58,22.18,9.69,0.3493,0.6382
24208,1024,49.35,12.86,28.94,7.54,0.3584,0.4636
24209,829,45.03,10.23,28.92,5.88,0.4141,0.1702
24210,4272,51.74,15.89,29.26,6.58,0.4977,0.1854
24211,5010,52.89,13.02,29.75,10.11,0.6009,0.5875
24212,7657,36.94,12.15,19.68,5.11,0.2258,0.1548
24213,6498,38.32,11.18,20.81,6.34,0.0968,0.215
24214,461,60.63,15.36,37.86,7.41,0.4109,0.4511
24215,3494,47.88,9.9,31.56,6.42,0.3814,0.3204
24216,1646,31.12,12.02,14.25,4.84,0.41,0.2069
24217,3947,27.04,8.37,14.15,4.52,0.0593,0.1163
24218,4926,36.41,10.53,19.72,6.16,0.1236,0.3045
24219,135,34.54,8.85,18.33,7.37,0.431,0.2971
24220,6721,21.34,8.71,9.91,2.72,0.2459,-0.0547
24221,1501,49.83,13.79,29.48,6.56,0.3862,0.2468
24222,7617,45.23,12.33,26.15,6.75,0.2652,0.3667
24223,292,48.56,14.56,27.47,6.52,0.3761,0.4059
24224,234,40.72,12.31,22.87,5.54,0.3211,0.2844
24225,1555,28.95,6.92,14.56,7.48,0.0863,0.2181
24226,7457,57.01,13.98,35.08,7.95,0.5771,0.5503
24227,1741,38.46,10.37,22.18,5.91,0.2813,0.1492
24228,328,33.32,9.29,17.83,6.2,0.0721,0.1778
24229,8116,29.72,9.93,12.84,6.96,0.1591,0.2331
24230,3487,44.13,14.31,23.25,6.57,0.2855,0.3627
24231,1024,48.72,13.9,27.39,7.43,0.366,0.468
24232,5188,37.86,9.68,20.03,8.14,0.3286,0.2866
24233,71,41.05,10.07,22.65,8.32,0.4952,0.1984
24234,3147,40.43,13.58,20.62,6.22,-0.0157,0.2772
24235,3176,37.52,7.15,26.38,3.98,0.4551,0.1618
24236,7657,35.56,12.05,18.38,5.13,0.1294,0.1701
24237,3940,48.69,12.82,31.09,4.77,0.5278,0.2537
24238,7454,34.77,8.7,19.12,6.95,0.2301,0.2286
24239,3947,27.54,8.68,13.69,5.17,0.1001,0.1538
